53943	shoreline communication
310660	t-mobile
20419	mixe communication solutions b.v.
312100	clearsky technologies, inc.
31014	testing
31015	unknown
310670	northstar
312610	ntelos licenses, inc.
40458	bsnl
40459	bsnl
40452	reliance telecom private
40453	bsnl
40450	reliance telecom private
40451	bsnl
40456	escotel mobile communications
40457	bsnl
40454	bsnl
40455	bsnl
312240	sprint corporation
311590	california rsa no. 3 limited partnership
90141	bodytrace netherlands b.v.
24299	tampnet as
313030	eagle telephone system inc.
24290	nokia solutions and networks norge as
41404	myanmar posts and telecommunications
302940	wightman telecom
72454	porto seguro telecomunicacoes
41402	myanmar posts and telecommunications
41403	myanmar economic corporation
41400	myanmar posts and telecommunications
43220	rightel
43221	social security investment co.
90146	telecom26 ag
311040	commnet wireless
405827	videocon datacom
50528	rcom international pty ltd
302380	dmts mobility
50523	challenge networks pty. ltd.
50522	iinet ltd
50521	queensland rail limited
50520	ausgrid corporation
61303	telecel
61302	airtel/zain/celtel
61301	telemob-onatel
50524	advanced comm tech pty.
60309	algérie télécom
55201	palau national communications corp. (pncc) (palau
60301	atm mobils
60302	orascom / djezzy
60303	oreedo/wataniya / nedjma
60307	algérie télécom
22298	blu s.p.a.
22299	hi3g
23830	telia
26292	nash technologies
311100	nex-tech wireless
310400	minnesota south. wirel. co. / hickory
64804	econet
64803	telecel
64801	net one
65519	wireless business solutions (pty) ltd
65310	swazi mtn
302660	mts mobility
43002	etisalat
312920	northeast wireless networks llc
722320	claro/ cti/amx
310311	farmers wireless
311210	telnyx llc
314100 - 190	reserved for public safety
42577	hot mobile/mirs
27213	lycamobile
22856	smsrelay ag
27211	tesco mobile/liffey telecom
27217	hutchison 3g ireland limited
27216	carphone warehouse
27215	upc
302560	lynx mobility
25029	iridium communications
732176	directv colombia ltda
46020	china tietong
25501	umc/mts
65553	lycamobile (pty) ltd
25503	kyivstar
22851	bebbicell ag
25505	golden telecom
376050	digicel tci ltd
25507	trimob llc
25506	astelit/life
311850	cellcom
50538	truphone pty ltd
310200	t-mobile
45435	webbing hong kong ltd
310270	t-mobile
45431	china telecom global limited
45430	china data enterprises ltd
26276	siemens ag
26277	e-plus
26274	qualcomm cdma technologies gmbh
26275	core network dynamics gmbh
26272	ericsson gmbh
26273	xantaro deutschland gmbh
26278	telekom deutschland gmbh
310090	edge wireless llc
20601	belgacom/proximus
20600	belgacom mobile
732004	compatel colombia sas
20602	snct/nmbs
732002	edatel s.a.
732003	lleida s.a.s.
20607	mundio mobile belgium nv
20606	lycamobile belgium
20609	voxbone mobile
20608	nethys
42101	sabaphone
61905	africel
61904	comium
61907	qcell sierra leone
61906	sierra leone telephony
61901	airtel/zain/celtel
61903	africel
61902	tigo/millicom
61909	intergroup telecom sl
45503	hutchison telephone co. ltd
45502	china telecom
45501	c.t.m. telemovel+
45500	smartone mobile
36295	eocg wireless nv
45506	smartone mobile
42203	nawras
42202	oman mobile/gto
90149	zain kuwait
90148	communication for devices in sweden ab
41409	myanmar national tele & communication co., ltd
41406	telenor
90140	deutsche telekom ag
90143	emnify gmbh
41405	oreedoo
90145	advanced wireless network company limited
90144	at&t inc.
90147	ooredoo
41401	myanmar post & teleco.
310070	at&t; wireless inc.
64207	smart mobile / lacell
64201	spacetel / econet / leo
311230	cellular south inc.
64203	onatel / telecel
64202	africel / safaris
64208	lumitel/viettel
312410	eltopia communications, llc
302702	mt&t; mobility
302703	new tel mobility
302701	nb tel mobility
41312	sri lanka telecom plc
41313	lanka bell ltd
41311	dialog broadband networks (pvt) ltd
90142	dcn hub ehf
310620	coleman county telco /trans tx
33409	nextel
33404	at&t;/iusacell
33403	movistar/pegaso
33402	telcel/america movil
33401	nextel
